,rgi_id
50,RGI2000-v7.0-G-03-00094
51,RGI2000-v7.0-G-03-00096
52,RGI2000-v7.0-G-03-00107
53,RGI2000-v7.0-G-03-00108
54,RGI2000-v7.0-G-03-00111
55,RGI2000-v7.0-G-03-00114
56,RGI2000-v7.0-G-03-00115
57,RGI2000-v7.0-G-03-00116
58,RGI2000-v7.0-G-03-00117
59,RGI2000-v7.0-G-03-00118
60,RGI2000-v7.0-G-03-00121
61,RGI2000-v7.0-G-03-00135
62,RGI2000-v7.0-G-03-00138
63,RGI2000-v7.0-G-03-00139
64,RGI2000-v7.0-G-03-00142
65,RGI2000-v7.0-G-03-00143
66,RGI2000-v7.0-G-03-00144
67,RGI2000-v7.0-G-03-00146
68,RGI2000-v7.0-G-03-00147
69,RGI2000-v7.0-G-03-00148
70,RGI2000-v7.0-G-03-00149
71,RGI2000-v7.0-G-03-00150
72,RGI2000-v7.0-G-03-00151
73,RGI2000-v7.0-G-03-00152
74,RGI2000-v7.0-G-03-00153
75,RGI2000-v7.0-G-03-00154
76,RGI2000-v7.0-G-03-00160
77,RGI2000-v7.0-G-03-00161
78,RGI2000-v7.0-G-03-00162
79,RGI2000-v7.0-G-03-00163
80,RGI2000-v7.0-G-03-00165
81,RGI2000-v7.0-G-03-00167
82,RGI2000-v7.0-G-03-00168
83,RGI2000-v7.0-G-03-00174
84,RGI2000-v7.0-G-03-00176
85,RGI2000-v7.0-G-03-00179
86,RGI2000-v7.0-G-03-00180
87,RGI2000-v7.0-G-03-00181
88,RGI2000-v7.0-G-03-00183
89,RGI2000-v7.0-G-03-00184
90,RGI2000-v7.0-G-03-00185
91,RGI2000-v7.0-G-03-00187
92,RGI2000-v7.0-G-03-00188
93,RGI2000-v7.0-G-03-00189
94,RGI2000-v7.0-G-03-00190
95,RGI2000-v7.0-G-03-00191
96,RGI2000-v7.0-G-03-00196
97,RGI2000-v7.0-G-03-00197
98,RGI2000-v7.0-G-03-00199
99,RGI2000-v7.0-G-03-00200
100,RGI2000-v7.0-G-03-00203
101,RGI2000-v7.0-G-03-00205
102,RGI2000-v7.0-G-03-00207
103,RGI2000-v7.0-G-03-00210
104,RGI2000-v7.0-G-03-00216
105,RGI2000-v7.0-G-03-00220
106,RGI2000-v7.0-G-03-00225
107,RGI2000-v7.0-G-03-00226
108,RGI2000-v7.0-G-03-00230
109,RGI2000-v7.0-G-03-00232
110,RGI2000-v7.0-G-03-00233
111,RGI2000-v7.0-G-03-00235
112,RGI2000-v7.0-G-03-00238
113,RGI2000-v7.0-G-03-00245
114,RGI2000-v7.0-G-03-00247
115,RGI2000-v7.0-G-03-00251
116,RGI2000-v7.0-G-03-00256
117,RGI2000-v7.0-G-03-00257
118,RGI2000-v7.0-G-03-00259
119,RGI2000-v7.0-G-03-00260
120,RGI2000-v7.0-G-03-00263
121,RGI2000-v7.0-G-03-00264
122,RGI2000-v7.0-G-03-00265
123,RGI2000-v7.0-G-03-00267
124,RGI2000-v7.0-G-03-00268
125,RGI2000-v7.0-G-03-00270
126,RGI2000-v7.0-G-03-00271
127,RGI2000-v7.0-G-03-00273
128,RGI2000-v7.0-G-03-00276
129,RGI2000-v7.0-G-03-00279
130,RGI2000-v7.0-G-03-00282
131,RGI2000-v7.0-G-03-00283
132,RGI2000-v7.0-G-03-00286
133,RGI2000-v7.0-G-03-00288
134,RGI2000-v7.0-G-03-00297
135,RGI2000-v7.0-G-03-00301
136,RGI2000-v7.0-G-03-00302
137,RGI2000-v7.0-G-03-00304
138,RGI2000-v7.0-G-03-00306
139,RGI2000-v7.0-G-03-00314
140,RGI2000-v7.0-G-03-00319
141,RGI2000-v7.0-G-03-00325
142,RGI2000-v7.0-G-03-00335
143,RGI2000-v7.0-G-03-00338
144,RGI2000-v7.0-G-03-00340
145,RGI2000-v7.0-G-03-00341
146,RGI2000-v7.0-G-03-00344
147,RGI2000-v7.0-G-03-00347
148,RGI2000-v7.0-G-03-00351
149,RGI2000-v7.0-G-03-00354
150,RGI2000-v7.0-G-03-00355
151,RGI2000-v7.0-G-03-00356
152,RGI2000-v7.0-G-03-00357
153,RGI2000-v7.0-G-03-00358
154,RGI2000-v7.0-G-03-00360
155,RGI2000-v7.0-G-03-00362
156,RGI2000-v7.0-G-03-00363
157,RGI2000-v7.0-G-03-00364
158,RGI2000-v7.0-G-03-00366
159,RGI2000-v7.0-G-03-00367
160,RGI2000-v7.0-G-03-00368
161,RGI2000-v7.0-G-03-00369
162,RGI2000-v7.0-G-03-00370
163,RGI2000-v7.0-G-03-00371
164,RGI2000-v7.0-G-03-00374
165,RGI2000-v7.0-G-03-00375
166,RGI2000-v7.0-G-03-00376
167,RGI2000-v7.0-G-03-00378
168,RGI2000-v7.0-G-03-00380
169,RGI2000-v7.0-G-03-00381
170,RGI2000-v7.0-G-03-00383
171,RGI2000-v7.0-G-03-00384
172,RGI2000-v7.0-G-03-00385
173,RGI2000-v7.0-G-03-00387
174,RGI2000-v7.0-G-03-00388
175,RGI2000-v7.0-G-03-00389
176,RGI2000-v7.0-G-03-00390
177,RGI2000-v7.0-G-03-00391
178,RGI2000-v7.0-G-03-00393
179,RGI2000-v7.0-G-03-00394
180,RGI2000-v7.0-G-03-00397
181,RGI2000-v7.0-G-03-00398
182,RGI2000-v7.0-G-03-00399
183,RGI2000-v7.0-G-03-00401
184,RGI2000-v7.0-G-03-00403
185,RGI2000-v7.0-G-03-00407
186,RGI2000-v7.0-G-03-00408
187,RGI2000-v7.0-G-03-00410
188,RGI2000-v7.0-G-03-00411
189,RGI2000-v7.0-G-03-00412
190,RGI2000-v7.0-G-03-00413
191,RGI2000-v7.0-G-03-00414
192,RGI2000-v7.0-G-03-00415
193,RGI2000-v7.0-G-03-00416
194,RGI2000-v7.0-G-03-00421
195,RGI2000-v7.0-G-03-00422
196,RGI2000-v7.0-G-03-00423
197,RGI2000-v7.0-G-03-00424
198,RGI2000-v7.0-G-03-00426
199,RGI2000-v7.0-G-03-00427
200,RGI2000-v7.0-G-03-00428
201,RGI2000-v7.0-G-03-00429
202,RGI2000-v7.0-G-03-00430
203,RGI2000-v7.0-G-03-00431
204,RGI2000-v7.0-G-03-00433
205,RGI2000-v7.0-G-03-00435
206,RGI2000-v7.0-G-03-00436
207,RGI2000-v7.0-G-03-00437
208,RGI2000-v7.0-G-03-00438
209,RGI2000-v7.0-G-03-00439
210,RGI2000-v7.0-G-03-00440
211,RGI2000-v7.0-G-03-00441
212,RGI2000-v7.0-G-03-00442
213,RGI2000-v7.0-G-03-00443
214,RGI2000-v7.0-G-03-00444
215,RGI2000-v7.0-G-03-00446
216,RGI2000-v7.0-G-03-00447
217,RGI2000-v7.0-G-03-00451
218,RGI2000-v7.0-G-03-00454
219,RGI2000-v7.0-G-03-00455
220,RGI2000-v7.0-G-03-00457
221,RGI2000-v7.0-G-03-00461
222,RGI2000-v7.0-G-03-00462
223,RGI2000-v7.0-G-03-00465
224,RGI2000-v7.0-G-03-00466
225,RGI2000-v7.0-G-03-00479
226,RGI2000-v7.0-G-03-00487
227,RGI2000-v7.0-G-03-00490
228,RGI2000-v7.0-G-03-00497
229,RGI2000-v7.0-G-03-00498
230,RGI2000-v7.0-G-03-00500
231,RGI2000-v7.0-G-03-00501
232,RGI2000-v7.0-G-03-00502
233,RGI2000-v7.0-G-03-00503
234,RGI2000-v7.0-G-03-00504
235,RGI2000-v7.0-G-03-00506
236,RGI2000-v7.0-G-03-00507
237,RGI2000-v7.0-G-03-00508
238,RGI2000-v7.0-G-03-00510
239,RGI2000-v7.0-G-03-00511
240,RGI2000-v7.0-G-03-00512
241,RGI2000-v7.0-G-03-00513
242,RGI2000-v7.0-G-03-00514
243,RGI2000-v7.0-G-03-00515
244,RGI2000-v7.0-G-03-00516
245,RGI2000-v7.0-G-03-00517
246,RGI2000-v7.0-G-03-00523
247,RGI2000-v7.0-G-03-00524
248,RGI2000-v7.0-G-03-00525
249,RGI2000-v7.0-G-03-00526
250,RGI2000-v7.0-G-03-00527
251,RGI2000-v7.0-G-03-00531
252,RGI2000-v7.0-G-03-00535
253,RGI2000-v7.0-G-03-00547
254,RGI2000-v7.0-G-03-00549
255,RGI2000-v7.0-G-03-00551
256,RGI2000-v7.0-G-03-00557
257,RGI2000-v7.0-G-03-00560
258,RGI2000-v7.0-G-03-00567
259,RGI2000-v7.0-G-03-00573
260,RGI2000-v7.0-G-03-00574
261,RGI2000-v7.0-G-03-00583
262,RGI2000-v7.0-G-03-00584
263,RGI2000-v7.0-G-03-00585
264,RGI2000-v7.0-G-03-00586
265,RGI2000-v7.0-G-03-00587
266,RGI2000-v7.0-G-03-00588
267,RGI2000-v7.0-G-03-00589
268,RGI2000-v7.0-G-03-00590
269,RGI2000-v7.0-G-03-00591
270,RGI2000-v7.0-G-03-00592
271,RGI2000-v7.0-G-03-00593
272,RGI2000-v7.0-G-03-00596
273,RGI2000-v7.0-G-03-00608
274,RGI2000-v7.0-G-03-00609
275,RGI2000-v7.0-G-03-00610
276,RGI2000-v7.0-G-03-00611
277,RGI2000-v7.0-G-03-00612
278,RGI2000-v7.0-G-03-00613
279,RGI2000-v7.0-G-03-00614
280,RGI2000-v7.0-G-03-00616
281,RGI2000-v7.0-G-03-00618
282,RGI2000-v7.0-G-03-00620
283,RGI2000-v7.0-G-03-00622
284,RGI2000-v7.0-G-03-00626
285,RGI2000-v7.0-G-03-00627
286,RGI2000-v7.0-G-03-00633
287,RGI2000-v7.0-G-03-00635
288,RGI2000-v7.0-G-03-00636
289,RGI2000-v7.0-G-03-00638
290,RGI2000-v7.0-G-03-00641
291,RGI2000-v7.0-G-03-00642
292,RGI2000-v7.0-G-03-00643
293,RGI2000-v7.0-G-03-00645
294,RGI2000-v7.0-G-03-00646
295,RGI2000-v7.0-G-03-00647
296,RGI2000-v7.0-G-03-00649
297,RGI2000-v7.0-G-03-00650
298,RGI2000-v7.0-G-03-00651
299,RGI2000-v7.0-G-03-00652
300,RGI2000-v7.0-G-03-00653
301,RGI2000-v7.0-G-03-00656
302,RGI2000-v7.0-G-03-00659
303,RGI2000-v7.0-G-03-00660
304,RGI2000-v7.0-G-03-00663
305,RGI2000-v7.0-G-03-00664
306,RGI2000-v7.0-G-03-00666
307,RGI2000-v7.0-G-03-00668
308,RGI2000-v7.0-G-03-00669
309,RGI2000-v7.0-G-03-00670
310,RGI2000-v7.0-G-03-00671
311,RGI2000-v7.0-G-03-00673
312,RGI2000-v7.0-G-03-00674
313,RGI2000-v7.0-G-03-00675
314,RGI2000-v7.0-G-03-00677
315,RGI2000-v7.0-G-03-00681
316,RGI2000-v7.0-G-03-00682
317,RGI2000-v7.0-G-03-00686
318,RGI2000-v7.0-G-03-00689
319,RGI2000-v7.0-G-03-00691
320,RGI2000-v7.0-G-03-00692
321,RGI2000-v7.0-G-03-00693
322,RGI2000-v7.0-G-03-00694
323,RGI2000-v7.0-G-03-00698
324,RGI2000-v7.0-G-03-00699
325,RGI2000-v7.0-G-03-00704
326,RGI2000-v7.0-G-03-00706
327,RGI2000-v7.0-G-03-00707
328,RGI2000-v7.0-G-03-00708
329,RGI2000-v7.0-G-03-00709
330,RGI2000-v7.0-G-03-00710
331,RGI2000-v7.0-G-03-00711
332,RGI2000-v7.0-G-03-00712
333,RGI2000-v7.0-G-03-00714
334,RGI2000-v7.0-G-03-00716
335,RGI2000-v7.0-G-03-00721
336,RGI2000-v7.0-G-03-00722
337,RGI2000-v7.0-G-03-00725
338,RGI2000-v7.0-G-03-00729
339,RGI2000-v7.0-G-03-00737
340,RGI2000-v7.0-G-03-00754
341,RGI2000-v7.0-G-03-00757
342,RGI2000-v7.0-G-03-00759
343,RGI2000-v7.0-G-03-00760
344,RGI2000-v7.0-G-03-00764
345,RGI2000-v7.0-G-03-00767
346,RGI2000-v7.0-G-03-00769
347,RGI2000-v7.0-G-03-00770
348,RGI2000-v7.0-G-03-00771
349,RGI2000-v7.0-G-03-00777
350,RGI2000-v7.0-G-03-00783
351,RGI2000-v7.0-G-03-00790
352,RGI2000-v7.0-G-03-00791
353,RGI2000-v7.0-G-03-00792
354,RGI2000-v7.0-G-03-00798
355,RGI2000-v7.0-G-03-00802
356,RGI2000-v7.0-G-03-00803
357,RGI2000-v7.0-G-03-00804
358,RGI2000-v7.0-G-03-00806
359,RGI2000-v7.0-G-03-00807
360,RGI2000-v7.0-G-03-00808
361,RGI2000-v7.0-G-03-00811
362,RGI2000-v7.0-G-03-00812
363,RGI2000-v7.0-G-03-00816
364,RGI2000-v7.0-G-03-00817
365,RGI2000-v7.0-G-03-00820
366,RGI2000-v7.0-G-03-00826
367,RGI2000-v7.0-G-03-00827
368,RGI2000-v7.0-G-03-00828
369,RGI2000-v7.0-G-03-00841
370,RGI2000-v7.0-G-03-00845
371,RGI2000-v7.0-G-03-00847
372,RGI2000-v7.0-G-03-00849
373,RGI2000-v7.0-G-03-00853
374,RGI2000-v7.0-G-03-00854
375,RGI2000-v7.0-G-03-00856
376,RGI2000-v7.0-G-03-00857
377,RGI2000-v7.0-G-03-00859
378,RGI2000-v7.0-G-03-00862
379,RGI2000-v7.0-G-03-00863
380,RGI2000-v7.0-G-03-00869
381,RGI2000-v7.0-G-03-00870
382,RGI2000-v7.0-G-03-00875
383,RGI2000-v7.0-G-03-00878
384,RGI2000-v7.0-G-03-00883
385,RGI2000-v7.0-G-03-00885
386,RGI2000-v7.0-G-03-00886
387,RGI2000-v7.0-G-03-00887
388,RGI2000-v7.0-G-03-00888
389,RGI2000-v7.0-G-03-00890
390,RGI2000-v7.0-G-03-00892
391,RGI2000-v7.0-G-03-00895
392,RGI2000-v7.0-G-03-00897
393,RGI2000-v7.0-G-03-00899
394,RGI2000-v7.0-G-03-00900
395,RGI2000-v7.0-G-03-00901
396,RGI2000-v7.0-G-03-00902
397,RGI2000-v7.0-G-03-00904
398,RGI2000-v7.0-G-03-00905
399,RGI2000-v7.0-G-03-00906
400,RGI2000-v7.0-G-03-00909
401,RGI2000-v7.0-G-03-00910
402,RGI2000-v7.0-G-03-00911
403,RGI2000-v7.0-G-03-00912
404,RGI2000-v7.0-G-03-00913
405,RGI2000-v7.0-G-03-00914
406,RGI2000-v7.0-G-03-00918
407,RGI2000-v7.0-G-03-00919
408,RGI2000-v7.0-G-03-00920
409,RGI2000-v7.0-G-03-00922
410,RGI2000-v7.0-G-03-00923
411,RGI2000-v7.0-G-03-00924
412,RGI2000-v7.0-G-03-00925
413,RGI2000-v7.0-G-03-00926
414,RGI2000-v7.0-G-03-00927
415,RGI2000-v7.0-G-03-00929
416,RGI2000-v7.0-G-03-00930
417,RGI2000-v7.0-G-03-00931
418,RGI2000-v7.0-G-03-00933
419,RGI2000-v7.0-G-03-00934
420,RGI2000-v7.0-G-03-00935
421,RGI2000-v7.0-G-03-00936
422,RGI2000-v7.0-G-03-00937
423,RGI2000-v7.0-G-03-00939
424,RGI2000-v7.0-G-03-00940
425,RGI2000-v7.0-G-03-00942
426,RGI2000-v7.0-G-03-00943
427,RGI2000-v7.0-G-03-00944
428,RGI2000-v7.0-G-03-00948
429,RGI2000-v7.0-G-03-00952
430,RGI2000-v7.0-G-03-00953
431,RGI2000-v7.0-G-03-00957
432,RGI2000-v7.0-G-03-00958
433,RGI2000-v7.0-G-03-00961
434,RGI2000-v7.0-G-03-00963
435,RGI2000-v7.0-G-03-00967
436,RGI2000-v7.0-G-03-00969
437,RGI2000-v7.0-G-03-00971
438,RGI2000-v7.0-G-03-00974
439,RGI2000-v7.0-G-03-00976
440,RGI2000-v7.0-G-03-00977
441,RGI2000-v7.0-G-03-00980
442,RGI2000-v7.0-G-03-00981
443,RGI2000-v7.0-G-03-00982
444,RGI2000-v7.0-G-03-00983
445,RGI2000-v7.0-G-03-00984
446,RGI2000-v7.0-G-03-00985
447,RGI2000-v7.0-G-03-00986
448,RGI2000-v7.0-G-03-00987
449,RGI2000-v7.0-G-03-00990
450,RGI2000-v7.0-G-03-00991
451,RGI2000-v7.0-G-03-00992
452,RGI2000-v7.0-G-03-00993
453,RGI2000-v7.0-G-03-00995
454,RGI2000-v7.0-G-03-01001
455,RGI2000-v7.0-G-03-01003
456,RGI2000-v7.0-G-03-01004
457,RGI2000-v7.0-G-03-01005
458,RGI2000-v7.0-G-03-01007
459,RGI2000-v7.0-G-03-01009
460,RGI2000-v7.0-G-03-01010
461,RGI2000-v7.0-G-03-01012
462,RGI2000-v7.0-G-03-01013
463,RGI2000-v7.0-G-03-01014
464,RGI2000-v7.0-G-03-01016
465,RGI2000-v7.0-G-03-01020
466,RGI2000-v7.0-G-03-01021
467,RGI2000-v7.0-G-03-01022
468,RGI2000-v7.0-G-03-01026
469,RGI2000-v7.0-G-03-01027
470,RGI2000-v7.0-G-03-01029
471,RGI2000-v7.0-G-03-01030
472,RGI2000-v7.0-G-03-01038
473,RGI2000-v7.0-G-03-01040
474,RGI2000-v7.0-G-03-01041
475,RGI2000-v7.0-G-03-01051
476,RGI2000-v7.0-G-03-01052
477,RGI2000-v7.0-G-03-01053
478,RGI2000-v7.0-G-03-01055
479,RGI2000-v7.0-G-03-01056
480,RGI2000-v7.0-G-03-01061
481,RGI2000-v7.0-G-03-01066
482,RGI2000-v7.0-G-03-01068
483,RGI2000-v7.0-G-03-01072
484,RGI2000-v7.0-G-03-01082
485,RGI2000-v7.0-G-03-01084
486,RGI2000-v7.0-G-03-01086
487,RGI2000-v7.0-G-03-01089
488,RGI2000-v7.0-G-03-01091
489,RGI2000-v7.0-G-03-01092
490,RGI2000-v7.0-G-03-01093
491,RGI2000-v7.0-G-03-01094
492,RGI2000-v7.0-G-03-01102
493,RGI2000-v7.0-G-03-01103
494,RGI2000-v7.0-G-03-01106
495,RGI2000-v7.0-G-03-01107
496,RGI2000-v7.0-G-03-01108
497,RGI2000-v7.0-G-03-01109
498,RGI2000-v7.0-G-03-01110
499,RGI2000-v7.0-G-03-01115
500,RGI2000-v7.0-G-03-01116
501,RGI2000-v7.0-G-03-01117
502,RGI2000-v7.0-G-03-01118
503,RGI2000-v7.0-G-03-01123
504,RGI2000-v7.0-G-03-01129
505,RGI2000-v7.0-G-03-01130
506,RGI2000-v7.0-G-03-01132
507,RGI2000-v7.0-G-03-01134
508,RGI2000-v7.0-G-03-01135
509,RGI2000-v7.0-G-03-01136
510,RGI2000-v7.0-G-03-01137
511,RGI2000-v7.0-G-03-01138
512,RGI2000-v7.0-G-03-01139
513,RGI2000-v7.0-G-03-01142
514,RGI2000-v7.0-G-03-01146
515,RGI2000-v7.0-G-03-01148
516,RGI2000-v7.0-G-03-01149
517,RGI2000-v7.0-G-03-01150
518,RGI2000-v7.0-G-03-01151
519,RGI2000-v7.0-G-03-01152
520,RGI2000-v7.0-G-03-01162
521,RGI2000-v7.0-G-03-01163
522,RGI2000-v7.0-G-03-01166
523,RGI2000-v7.0-G-03-01168
524,RGI2000-v7.0-G-03-01173
525,RGI2000-v7.0-G-03-01194
526,RGI2000-v7.0-G-03-01196
527,RGI2000-v7.0-G-03-01198
528,RGI2000-v7.0-G-03-01199
529,RGI2000-v7.0-G-03-01202
530,RGI2000-v7.0-G-03-01203
531,RGI2000-v7.0-G-03-01207
532,RGI2000-v7.0-G-03-01210
533,RGI2000-v7.0-G-03-01212
534,RGI2000-v7.0-G-03-01213
535,RGI2000-v7.0-G-03-01215
536,RGI2000-v7.0-G-03-01216
537,RGI2000-v7.0-G-03-01217
538,RGI2000-v7.0-G-03-01218
539,RGI2000-v7.0-G-03-01219
540,RGI2000-v7.0-G-03-01221
541,RGI2000-v7.0-G-03-01222
542,RGI2000-v7.0-G-03-01224
543,RGI2000-v7.0-G-03-01225
544,RGI2000-v7.0-G-03-01226
545,RGI2000-v7.0-G-03-01227
546,RGI2000-v7.0-G-03-01228
547,RGI2000-v7.0-G-03-01229
548,RGI2000-v7.0-G-03-01230
549,RGI2000-v7.0-G-03-01231
550,RGI2000-v7.0-G-03-01232
551,RGI2000-v7.0-G-03-01233
552,RGI2000-v7.0-G-03-01234
553,RGI2000-v7.0-G-03-01236
554,RGI2000-v7.0-G-03-01237
555,RGI2000-v7.0-G-03-01238
556,RGI2000-v7.0-G-03-01239
557,RGI2000-v7.0-G-03-01245
558,RGI2000-v7.0-G-03-01247
559,RGI2000-v7.0-G-03-01248
560,RGI2000-v7.0-G-03-01249
561,RGI2000-v7.0-G-03-01252
562,RGI2000-v7.0-G-03-01253
563,RGI2000-v7.0-G-03-01254
564,RGI2000-v7.0-G-03-01255
565,RGI2000-v7.0-G-03-01256
566,RGI2000-v7.0-G-03-01263
567,RGI2000-v7.0-G-03-01264
568,RGI2000-v7.0-G-03-01266
569,RGI2000-v7.0-G-03-01268
570,RGI2000-v7.0-G-03-01270
571,RGI2000-v7.0-G-03-01271
572,RGI2000-v7.0-G-03-01274
573,RGI2000-v7.0-G-03-01275
574,RGI2000-v7.0-G-03-01285
575,RGI2000-v7.0-G-03-01288
576,RGI2000-v7.0-G-03-01289
577,RGI2000-v7.0-G-03-01290
578,RGI2000-v7.0-G-03-01295
579,RGI2000-v7.0-G-03-01297
580,RGI2000-v7.0-G-03-01300
581,RGI2000-v7.0-G-03-01309
582,RGI2000-v7.0-G-03-01317
583,RGI2000-v7.0-G-03-01321
584,RGI2000-v7.0-G-03-01323
585,RGI2000-v7.0-G-03-01324
586,RGI2000-v7.0-G-03-01327
587,RGI2000-v7.0-G-03-01333
588,RGI2000-v7.0-G-03-01334
589,RGI2000-v7.0-G-03-01337
590,RGI2000-v7.0-G-03-01339
591,RGI2000-v7.0-G-03-01340
592,RGI2000-v7.0-G-03-01341
593,RGI2000-v7.0-G-03-01344
594,RGI2000-v7.0-G-03-01346
595,RGI2000-v7.0-G-03-01348
596,RGI2000-v7.0-G-03-01350
597,RGI2000-v7.0-G-03-01351
598,RGI2000-v7.0-G-03-01358
599,RGI2000-v7.0-G-03-01362
600,RGI2000-v7.0-G-03-01364
601,RGI2000-v7.0-G-03-01365
602,RGI2000-v7.0-G-03-01371
603,RGI2000-v7.0-G-03-01372
604,RGI2000-v7.0-G-03-01374
605,RGI2000-v7.0-G-03-01379
606,RGI2000-v7.0-G-03-01380
607,RGI2000-v7.0-G-03-01381
608,RGI2000-v7.0-G-03-01382
609,RGI2000-v7.0-G-03-01383
610,RGI2000-v7.0-G-03-01385
611,RGI2000-v7.0-G-03-01386
612,RGI2000-v7.0-G-03-01387
613,RGI2000-v7.0-G-03-01388
614,RGI2000-v7.0-G-03-01389
615,RGI2000-v7.0-G-03-01391
616,RGI2000-v7.0-G-03-01394
617,RGI2000-v7.0-G-03-01396
618,RGI2000-v7.0-G-03-01397
619,RGI2000-v7.0-G-03-01399
620,RGI2000-v7.0-G-03-01403
621,RGI2000-v7.0-G-03-01404
622,RGI2000-v7.0-G-03-01424
623,RGI2000-v7.0-G-03-01427
624,RGI2000-v7.0-G-03-01431
625,RGI2000-v7.0-G-03-01435
626,RGI2000-v7.0-G-03-01437
627,RGI2000-v7.0-G-03-01440
628,RGI2000-v7.0-G-03-01444
629,RGI2000-v7.0-G-03-01462
630,RGI2000-v7.0-G-03-01469
631,RGI2000-v7.0-G-03-01470
632,RGI2000-v7.0-G-03-01472
633,RGI2000-v7.0-G-03-01473
634,RGI2000-v7.0-G-03-01478
635,RGI2000-v7.0-G-03-01481
636,RGI2000-v7.0-G-03-01483
637,RGI2000-v7.0-G-03-01485
638,RGI2000-v7.0-G-03-01487
639,RGI2000-v7.0-G-03-01492
640,RGI2000-v7.0-G-03-01493
641,RGI2000-v7.0-G-03-01494
642,RGI2000-v7.0-G-03-01495
643,RGI2000-v7.0-G-03-01498
644,RGI2000-v7.0-G-03-01510
645,RGI2000-v7.0-G-03-01511
646,RGI2000-v7.0-G-03-01513
647,RGI2000-v7.0-G-03-01515
648,RGI2000-v7.0-G-03-01518
649,RGI2000-v7.0-G-03-01519
650,RGI2000-v7.0-G-03-01520
651,RGI2000-v7.0-G-03-01521
652,RGI2000-v7.0-G-03-01522
653,RGI2000-v7.0-G-03-01527
654,RGI2000-v7.0-G-03-01528
655,RGI2000-v7.0-G-03-01530
656,RGI2000-v7.0-G-03-01532
657,RGI2000-v7.0-G-03-01539
658,RGI2000-v7.0-G-03-01540
659,RGI2000-v7.0-G-03-01541
660,RGI2000-v7.0-G-03-01544
661,RGI2000-v7.0-G-03-01547
662,RGI2000-v7.0-G-03-01554
663,RGI2000-v7.0-G-03-01555
664,RGI2000-v7.0-G-03-01558
665,RGI2000-v7.0-G-03-01559
666,RGI2000-v7.0-G-03-01563
667,RGI2000-v7.0-G-03-01565
668,RGI2000-v7.0-G-03-01566
669,RGI2000-v7.0-G-03-01567
670,RGI2000-v7.0-G-03-01569
671,RGI2000-v7.0-G-03-01572
672,RGI2000-v7.0-G-03-01574
673,RGI2000-v7.0-G-03-01575
674,RGI2000-v7.0-G-03-01576
675,RGI2000-v7.0-G-03-01577
676,RGI2000-v7.0-G-03-01578
677,RGI2000-v7.0-G-03-01580
678,RGI2000-v7.0-G-03-01596
679,RGI2000-v7.0-G-03-01605
680,RGI2000-v7.0-G-03-01608
681,RGI2000-v7.0-G-03-01612
682,RGI2000-v7.0-G-03-01613
683,RGI2000-v7.0-G-03-01619
684,RGI2000-v7.0-G-03-01620
685,RGI2000-v7.0-G-03-01622
686,RGI2000-v7.0-G-03-01623
687,RGI2000-v7.0-G-03-01624
688,RGI2000-v7.0-G-03-01625
689,RGI2000-v7.0-G-03-01627
690,RGI2000-v7.0-G-03-01629
691,RGI2000-v7.0-G-03-01630
692,RGI2000-v7.0-G-03-01631
693,RGI2000-v7.0-G-03-01633
694,RGI2000-v7.0-G-03-01634
695,RGI2000-v7.0-G-03-01639
696,RGI2000-v7.0-G-03-01642
697,RGI2000-v7.0-G-03-01647
698,RGI2000-v7.0-G-03-01648
