,rgi_id
14883,RGI2000-v7.0-G-07-00508
14884,RGI2000-v7.0-G-07-00510
14885,RGI2000-v7.0-G-07-00511
14886,RGI2000-v7.0-G-07-00512
14887,RGI2000-v7.0-G-07-00513
14888,RGI2000-v7.0-G-07-00514
14889,RGI2000-v7.0-G-07-00515
14890,RGI2000-v7.0-G-07-00516
14891,RGI2000-v7.0-G-07-00517
14892,RGI2000-v7.0-G-07-00518
14893,RGI2000-v7.0-G-07-00519
14894,RGI2000-v7.0-G-07-00520
14895,RGI2000-v7.0-G-07-00522
14896,RGI2000-v7.0-G-07-00525
14897,RGI2000-v7.0-G-07-00526
14898,RGI2000-v7.0-G-07-00527
14899,RGI2000-v7.0-G-07-00528
14900,RGI2000-v7.0-G-07-00530
14901,RGI2000-v7.0-G-07-00531
14902,RGI2000-v7.0-G-07-00532
14903,RGI2000-v7.0-G-07-00534
14904,RGI2000-v7.0-G-07-00535
14905,RGI2000-v7.0-G-07-00536
14906,RGI2000-v7.0-G-07-00540
14907,RGI2000-v7.0-G-07-00542
14908,RGI2000-v7.0-G-07-00543
14909,RGI2000-v7.0-G-07-00544
14910,RGI2000-v7.0-G-07-00545
14911,RGI2000-v7.0-G-07-00546
14912,RGI2000-v7.0-G-07-00547
14913,RGI2000-v7.0-G-07-00548
14914,RGI2000-v7.0-G-07-00549
14915,RGI2000-v7.0-G-07-00550
14916,RGI2000-v7.0-G-07-00552
14917,RGI2000-v7.0-G-07-00554
14918,RGI2000-v7.0-G-07-00555
14919,RGI2000-v7.0-G-07-00557
14920,RGI2000-v7.0-G-07-00559
14921,RGI2000-v7.0-G-07-00560
14922,RGI2000-v7.0-G-07-00564
14923,RGI2000-v7.0-G-07-00565
14924,RGI2000-v7.0-G-07-00566
14925,RGI2000-v7.0-G-07-00567
14926,RGI2000-v7.0-G-07-00568
14927,RGI2000-v7.0-G-07-00569
14928,RGI2000-v7.0-G-07-00570
14929,RGI2000-v7.0-G-07-00571
14930,RGI2000-v7.0-G-07-00573
14931,RGI2000-v7.0-G-07-00576
14932,RGI2000-v7.0-G-07-00577
14933,RGI2000-v7.0-G-07-00578
14934,RGI2000-v7.0-G-07-00579
14935,RGI2000-v7.0-G-07-00580
14936,RGI2000-v7.0-G-07-00584
14937,RGI2000-v7.0-G-07-00586
14938,RGI2000-v7.0-G-07-00591
14939,RGI2000-v7.0-G-07-00592
14940,RGI2000-v7.0-G-07-00597
14941,RGI2000-v7.0-G-07-00600
14942,RGI2000-v7.0-G-07-00603
14943,RGI2000-v7.0-G-07-00605
14944,RGI2000-v7.0-G-07-00606
14945,RGI2000-v7.0-G-07-00607
14946,RGI2000-v7.0-G-07-00608
14947,RGI2000-v7.0-G-07-00610
14948,RGI2000-v7.0-G-07-00611
14949,RGI2000-v7.0-G-07-00612
14950,RGI2000-v7.0-G-07-00613
14951,RGI2000-v7.0-G-07-00614
14952,RGI2000-v7.0-G-07-00616
14953,RGI2000-v7.0-G-07-00622
14954,RGI2000-v7.0-G-07-00623
14955,RGI2000-v7.0-G-07-00624
14956,RGI2000-v7.0-G-07-00627
14957,RGI2000-v7.0-G-07-00635
14958,RGI2000-v7.0-G-07-00640
14959,RGI2000-v7.0-G-07-00642
14960,RGI2000-v7.0-G-07-00644
14961,RGI2000-v7.0-G-07-00645
14962,RGI2000-v7.0-G-07-00646
14963,RGI2000-v7.0-G-07-00647
14964,RGI2000-v7.0-G-07-00648
14965,RGI2000-v7.0-G-07-00650
14966,RGI2000-v7.0-G-07-00651
14967,RGI2000-v7.0-G-07-00653
14968,RGI2000-v7.0-G-07-00657
14969,RGI2000-v7.0-G-07-00659
14970,RGI2000-v7.0-G-07-00661
14971,RGI2000-v7.0-G-07-00662
14972,RGI2000-v7.0-G-07-00663
14973,RGI2000-v7.0-G-07-00667
14974,RGI2000-v7.0-G-07-00669
14975,RGI2000-v7.0-G-07-00672
14976,RGI2000-v7.0-G-07-00676
14977,RGI2000-v7.0-G-07-00679
14978,RGI2000-v7.0-G-07-00681
14979,RGI2000-v7.0-G-07-00684
14980,RGI2000-v7.0-G-07-00687
14981,RGI2000-v7.0-G-07-00688
14982,RGI2000-v7.0-G-07-00693
14983,RGI2000-v7.0-G-07-00694
14984,RGI2000-v7.0-G-07-00697
14985,RGI2000-v7.0-G-07-00698
14986,RGI2000-v7.0-G-07-00708
14987,RGI2000-v7.0-G-07-00710
14988,RGI2000-v7.0-G-07-00712
14989,RGI2000-v7.0-G-07-00713
14990,RGI2000-v7.0-G-07-00716
14991,RGI2000-v7.0-G-07-00717
14992,RGI2000-v7.0-G-07-00718
14993,RGI2000-v7.0-G-07-00719
14994,RGI2000-v7.0-G-07-00721
14995,RGI2000-v7.0-G-07-00725
14996,RGI2000-v7.0-G-07-00726
14997,RGI2000-v7.0-G-07-00727
14998,RGI2000-v7.0-G-07-00728
14999,RGI2000-v7.0-G-07-00730
15000,RGI2000-v7.0-G-07-00731
15001,RGI2000-v7.0-G-07-00732
15002,RGI2000-v7.0-G-07-00733
15003,RGI2000-v7.0-G-07-00734
15004,RGI2000-v7.0-G-07-00735
15005,RGI2000-v7.0-G-07-00736
15006,RGI2000-v7.0-G-07-00737
15007,RGI2000-v7.0-G-07-00739
15008,RGI2000-v7.0-G-07-00740
15009,RGI2000-v7.0-G-07-00741
15010,RGI2000-v7.0-G-07-00743
15011,RGI2000-v7.0-G-07-00744
15012,RGI2000-v7.0-G-07-00745
15013,RGI2000-v7.0-G-07-00746
15014,RGI2000-v7.0-G-07-00748
15015,RGI2000-v7.0-G-07-00749
15016,RGI2000-v7.0-G-07-00750
15017,RGI2000-v7.0-G-07-00751
15018,RGI2000-v7.0-G-07-00752
15019,RGI2000-v7.0-G-07-00754
15020,RGI2000-v7.0-G-07-00755
15021,RGI2000-v7.0-G-07-00756
15022,RGI2000-v7.0-G-07-00758
15023,RGI2000-v7.0-G-07-00759
15024,RGI2000-v7.0-G-07-00760
15025,RGI2000-v7.0-G-07-00763
15026,RGI2000-v7.0-G-07-00764
15027,RGI2000-v7.0-G-07-00765
15028,RGI2000-v7.0-G-07-00767
15029,RGI2000-v7.0-G-07-00768
15030,RGI2000-v7.0-G-07-00769
15031,RGI2000-v7.0-G-07-00770
15032,RGI2000-v7.0-G-07-00772
15033,RGI2000-v7.0-G-07-00774
15034,RGI2000-v7.0-G-07-00775
15035,RGI2000-v7.0-G-07-00776
15036,RGI2000-v7.0-G-07-00777
15037,RGI2000-v7.0-G-07-00778
15038,RGI2000-v7.0-G-07-00779
15039,RGI2000-v7.0-G-07-00780
15040,RGI2000-v7.0-G-07-00781
15041,RGI2000-v7.0-G-07-00782
15042,RGI2000-v7.0-G-07-00783
15043,RGI2000-v7.0-G-07-00787
15044,RGI2000-v7.0-G-07-00789
15045,RGI2000-v7.0-G-07-00790
15046,RGI2000-v7.0-G-07-00791
15047,RGI2000-v7.0-G-07-00793
15048,RGI2000-v7.0-G-07-00794
15049,RGI2000-v7.0-G-07-00796
15050,RGI2000-v7.0-G-07-00802
15051,RGI2000-v7.0-G-07-00803
15052,RGI2000-v7.0-G-07-00806
15053,RGI2000-v7.0-G-07-00807
15054,RGI2000-v7.0-G-07-00808
15055,RGI2000-v7.0-G-07-00809
15056,RGI2000-v7.0-G-07-00813
15057,RGI2000-v7.0-G-07-00814
15058,RGI2000-v7.0-G-07-00815
15059,RGI2000-v7.0-G-07-00816
15060,RGI2000-v7.0-G-07-00817
15061,RGI2000-v7.0-G-07-00818
15062,RGI2000-v7.0-G-07-00819
15063,RGI2000-v7.0-G-07-00820
15064,RGI2000-v7.0-G-07-00821
15065,RGI2000-v7.0-G-07-00823
15066,RGI2000-v7.0-G-07-00831
15067,RGI2000-v7.0-G-07-00832
15068,RGI2000-v7.0-G-07-00836
15069,RGI2000-v7.0-G-07-00838
15070,RGI2000-v7.0-G-07-00841
15071,RGI2000-v7.0-G-07-00842
15072,RGI2000-v7.0-G-07-00845
15073,RGI2000-v7.0-G-07-00846
15074,RGI2000-v7.0-G-07-00851
15075,RGI2000-v7.0-G-07-00854
15076,RGI2000-v7.0-G-07-00855
15077,RGI2000-v7.0-G-07-00858
15078,RGI2000-v7.0-G-07-00862
15079,RGI2000-v7.0-G-07-00866
15080,RGI2000-v7.0-G-07-00867
15081,RGI2000-v7.0-G-07-00868
15082,RGI2000-v7.0-G-07-00876
15083,RGI2000-v7.0-G-07-00877
15084,RGI2000-v7.0-G-07-00879
15085,RGI2000-v7.0-G-07-00880
15086,RGI2000-v7.0-G-07-00882
15087,RGI2000-v7.0-G-07-00883
15088,RGI2000-v7.0-G-07-00884
15089,RGI2000-v7.0-G-07-00887
15090,RGI2000-v7.0-G-07-00888
15091,RGI2000-v7.0-G-07-00889
15092,RGI2000-v7.0-G-07-00890
15093,RGI2000-v7.0-G-07-00892
15094,RGI2000-v7.0-G-07-00894
15095,RGI2000-v7.0-G-07-00896
15096,RGI2000-v7.0-G-07-00898
15097,RGI2000-v7.0-G-07-00899
15098,RGI2000-v7.0-G-07-00900
15099,RGI2000-v7.0-G-07-00901
15100,RGI2000-v7.0-G-07-00902
15101,RGI2000-v7.0-G-07-00904
15102,RGI2000-v7.0-G-07-00905
15103,RGI2000-v7.0-G-07-00907
15104,RGI2000-v7.0-G-07-00909
15105,RGI2000-v7.0-G-07-00911
15106,RGI2000-v7.0-G-07-00912
15107,RGI2000-v7.0-G-07-00913
15108,RGI2000-v7.0-G-07-00916
15109,RGI2000-v7.0-G-07-00917
15110,RGI2000-v7.0-G-07-00918
15111,RGI2000-v7.0-G-07-00920
15112,RGI2000-v7.0-G-07-00921
15113,RGI2000-v7.0-G-07-00922
15114,RGI2000-v7.0-G-07-00924
15115,RGI2000-v7.0-G-07-00925
15116,RGI2000-v7.0-G-07-00926
15117,RGI2000-v7.0-G-07-00927
15118,RGI2000-v7.0-G-07-00928
15119,RGI2000-v7.0-G-07-00929
15120,RGI2000-v7.0-G-07-00935
15121,RGI2000-v7.0-G-07-00937
15122,RGI2000-v7.0-G-07-00938
15123,RGI2000-v7.0-G-07-00939
15124,RGI2000-v7.0-G-07-00945
15125,RGI2000-v7.0-G-07-00947
15126,RGI2000-v7.0-G-07-00948
15127,RGI2000-v7.0-G-07-00949
15128,RGI2000-v7.0-G-07-00954
15129,RGI2000-v7.0-G-07-00955
15130,RGI2000-v7.0-G-07-00957
15131,RGI2000-v7.0-G-07-00959
15132,RGI2000-v7.0-G-07-00961
15133,RGI2000-v7.0-G-07-00962
15134,RGI2000-v7.0-G-07-00963
15135,RGI2000-v7.0-G-07-00966
15136,RGI2000-v7.0-G-07-00967
15137,RGI2000-v7.0-G-07-00968
15138,RGI2000-v7.0-G-07-00969
15139,RGI2000-v7.0-G-07-00971
15140,RGI2000-v7.0-G-07-00972
15141,RGI2000-v7.0-G-07-00973
15142,RGI2000-v7.0-G-07-00976
15143,RGI2000-v7.0-G-07-00977
15144,RGI2000-v7.0-G-07-00978
15145,RGI2000-v7.0-G-07-00979
15146,RGI2000-v7.0-G-07-00980
15147,RGI2000-v7.0-G-07-00981
15148,RGI2000-v7.0-G-07-00983
15149,RGI2000-v7.0-G-07-00984
15150,RGI2000-v7.0-G-07-00985
15151,RGI2000-v7.0-G-07-00986
15152,RGI2000-v7.0-G-07-00987
15153,RGI2000-v7.0-G-07-00989
15154,RGI2000-v7.0-G-07-00991
15155,RGI2000-v7.0-G-07-00992
15156,RGI2000-v7.0-G-07-00994
15157,RGI2000-v7.0-G-07-00996
15158,RGI2000-v7.0-G-07-00997
15159,RGI2000-v7.0-G-07-00999
15160,RGI2000-v7.0-G-07-01000
15161,RGI2000-v7.0-G-07-01005
15162,RGI2000-v7.0-G-07-01006
15163,RGI2000-v7.0-G-07-01007
15164,RGI2000-v7.0-G-07-01008
15165,RGI2000-v7.0-G-07-01009
15166,RGI2000-v7.0-G-07-01010
15167,RGI2000-v7.0-G-07-01011
15168,RGI2000-v7.0-G-07-01013
15169,RGI2000-v7.0-G-07-01017
15170,RGI2000-v7.0-G-07-01018
15171,RGI2000-v7.0-G-07-01019
15172,RGI2000-v7.0-G-07-01021
15173,RGI2000-v7.0-G-07-01026
15174,RGI2000-v7.0-G-07-01027
15175,RGI2000-v7.0-G-07-01030
15176,RGI2000-v7.0-G-07-01031
15177,RGI2000-v7.0-G-07-01033
15178,RGI2000-v7.0-G-07-01034
15179,RGI2000-v7.0-G-07-01035
15180,RGI2000-v7.0-G-07-01036
15181,RGI2000-v7.0-G-07-01037
15182,RGI2000-v7.0-G-07-01038
15183,RGI2000-v7.0-G-07-01040
15184,RGI2000-v7.0-G-07-01041
15185,RGI2000-v7.0-G-07-01043
15186,RGI2000-v7.0-G-07-01044
15187,RGI2000-v7.0-G-07-01047
15188,RGI2000-v7.0-G-07-01050
15189,RGI2000-v7.0-G-07-01051
15190,RGI2000-v7.0-G-07-01053
15191,RGI2000-v7.0-G-07-01054
15192,RGI2000-v7.0-G-07-01055
15193,RGI2000-v7.0-G-07-01062
15194,RGI2000-v7.0-G-07-01063
15195,RGI2000-v7.0-G-07-01064
15196,RGI2000-v7.0-G-07-01065
15197,RGI2000-v7.0-G-07-01066
15198,RGI2000-v7.0-G-07-01069
15199,RGI2000-v7.0-G-07-01070
15200,RGI2000-v7.0-G-07-01071
15201,RGI2000-v7.0-G-07-01072
15202,RGI2000-v7.0-G-07-01073
15203,RGI2000-v7.0-G-07-01074
15204,RGI2000-v7.0-G-07-01075
15205,RGI2000-v7.0-G-07-01077
15206,RGI2000-v7.0-G-07-01080
15207,RGI2000-v7.0-G-07-01081
15208,RGI2000-v7.0-G-07-01082
15209,RGI2000-v7.0-G-07-01083
15210,RGI2000-v7.0-G-07-01084
15211,RGI2000-v7.0-G-07-01085
15212,RGI2000-v7.0-G-07-01086
15213,RGI2000-v7.0-G-07-01087
15214,RGI2000-v7.0-G-07-01088
15215,RGI2000-v7.0-G-07-01089
15216,RGI2000-v7.0-G-07-01090
15217,RGI2000-v7.0-G-07-01091
15218,RGI2000-v7.0-G-07-01092
15219,RGI2000-v7.0-G-07-01093
15220,RGI2000-v7.0-G-07-01094
15221,RGI2000-v7.0-G-07-01095
15222,RGI2000-v7.0-G-07-01097
15223,RGI2000-v7.0-G-07-01098
15224,RGI2000-v7.0-G-07-01099
15225,RGI2000-v7.0-G-07-01100
15226,RGI2000-v7.0-G-07-01101
15227,RGI2000-v7.0-G-07-01102
15228,RGI2000-v7.0-G-07-01103
15229,RGI2000-v7.0-G-07-01104
15230,RGI2000-v7.0-G-07-01105
15231,RGI2000-v7.0-G-07-01106
15232,RGI2000-v7.0-G-07-01107
15233,RGI2000-v7.0-G-07-01108
15234,RGI2000-v7.0-G-07-01109
15235,RGI2000-v7.0-G-07-01110
15236,RGI2000-v7.0-G-07-01111
15237,RGI2000-v7.0-G-07-01112
15238,RGI2000-v7.0-G-07-01113
15239,RGI2000-v7.0-G-07-01114
15240,RGI2000-v7.0-G-07-01115
15241,RGI2000-v7.0-G-07-01117
15242,RGI2000-v7.0-G-07-01119
15243,RGI2000-v7.0-G-07-01124
15244,RGI2000-v7.0-G-07-01125
15245,RGI2000-v7.0-G-07-01128
15246,RGI2000-v7.0-G-07-01129
15247,RGI2000-v7.0-G-07-01131
15248,RGI2000-v7.0-G-07-01132
15249,RGI2000-v7.0-G-07-01133
15250,RGI2000-v7.0-G-07-01134
15251,RGI2000-v7.0-G-07-01135
15252,RGI2000-v7.0-G-07-01138
15253,RGI2000-v7.0-G-07-01139
15254,RGI2000-v7.0-G-07-01140
15255,RGI2000-v7.0-G-07-01141
15256,RGI2000-v7.0-G-07-01142
15257,RGI2000-v7.0-G-07-01147
15258,RGI2000-v7.0-G-07-01149
15259,RGI2000-v7.0-G-07-01150
